fluid,temp_c_k,area_ratio,exit_temp_k,ratio,exit_rho,slope
water,10000,5.7358,5093.55,0.50936,5.749054e-01,-0.1572
water,10000,6.0856,5046.79,0.50468,5.382144e-01,-0.1545
water,10000,6.4579,5001.11,0.50011,5.038651e-01,-0.1518
water,10000,6.8543,4956.46,0.49565,4.717080e-01,-0.1493
water,10000,7.2762,4912.81,0.49128,4.416032e-01,-0.1469
water,10000,7.7254,4870.11,0.48701,4.134197e-01,-0.1446
water,10000,8.2037,4828.34,0.48283,3.870349e-01,-0.1423
water,10000,8.7128,4787.45,0.47875,3.623340e-01,-0.1402
water,10000,9.2550,4747.42,0.47474,3.392095e-01,-0.1381
water,10000,9.8322,4708.22,0.47082,3.175609e-01,-0.1361
water,10000,10.4468,4669.82,0.46698,2.972938e-01,-0.1341
water,10000,11.1013,4632.18,0.46322,2.783203e-01,-0.1322
water,10000,11.7982,4595.29,0.45953,2.605577e-01,-0.1304
water,10000,12.5403,4559.12,0.45591,2.439286e-01,-0.1287
water,10000,13.3306,4523.65,0.45236,2.283609e-01,-0.1270
water,10000,14.1723,4488.84,0.44888,2.137867e-01,-0.1253
water,10000,15.0687,4454.69,0.44547,2.001427e-01,-0.1237
water,10000,16.0234,4421.17,0.44212,1.873694e-01,-0.1222
water,10000,17.0403,4388.26,0.43883,1.754113e-01,-0.1207
water,10000,18.1234,4355.95,0.43559,1.642164e-01,-0.1192
water,10000,19.2770,4324.21,0.43242,1.537360e-01,-0.1178
water,10000,20.5059,4293.02,0.42930,1.439244e-01,-0.1164
water,10000,21.8150,4262.38,0.42624,1.347390e-01,-0.1151
water,10000,23.2095,4232.26,0.42323,1.261399e-01,-0.1138
water,10000,24.6952,4202.65,0.42027,1.180895e-01,-0.1125
water,10000,26.2779,4173.54,0.41735,1.105529e-01,-0.1113
water,10000,27.9641,4144.91,0.41449,1.034973e-01,-0.1101
water,10000,29.7607,4116.74,0.41167,9.689205e-02,-0.1089
water,10000,31.6748,4089.03,0.40890,9.070832e-02,-0.1078
water,10000,33.7143,4061.77,0.40618,8.491923e-02,-0.1067
water,10000,35.8875,4034.93,0.40349,7.949961e-02,-0.1056
water,10000,38.2031,4008.52,0.40085,7.442588e-02,-0.1045
water,10000,40.6707,3982.51,0.39825,6.967595e-02,-0.1035
water,10000,43.3001,3956.90,0.39569,6.522917e-02,-0.1025
water,10000,46.1023,3931.68,0.39317,6.106619e-02,-0.1015
water,10000,49.0885,3906.83,0.39068,5.716889e-02,-0.1005
water,10000,52.2710,3882.36,0.38824,5.352033e-02,-0.0996
water,10000,55.6627,3858.24,0.38582,5.010461e-02,-0.0987
water,10000,59.2775,3834.47,0.38345,4.690689e-02,-0.0978
water,10000,63.1302,3811.05,0.38110,4.391325e-02,-0.0969
water,10000,67.2366,3787.96,0.37880,4.111067e-02,-0.0960
water,10000,71.6135,3765.19,0.37652,3.848695e-02,-0.0952
water,10000,76.2788,3742.74,0.37427,3.603068e-02,-0.0943
water,10000,81.2517,3720.61,0.37206,3.373117e-02,-0.0935
water,10000,86.5525,3698.77,0.36988,3.157842e-02,-0.0927
water,10000,92.2030,3677.23,0.36772,2.956306e-02,-0.0920
water,10000,98.2265,3655.98,0.36560,2.767632e-02,-0.0912
water,10000,104.6477,3635.02,0.36350,2.590999e-02,-0.0905
water,10000,111.4931,3614.33,0.36143,2.425639e-02,-0.0897
water,10000,118.7907,3593.91,0.35939,2.270833e-02,-0.0890
water,10000,126.5708,3573.76,0.35738,2.125906e-02,-0.0883
water,10000,134.8653,3553.86,0.35539,1.990229e-02,-0.0876
water,10000,143.7085,3534.22,0.35342,1.863211e-02,-0.0869
water,10000,153.1369,3514.83,0.35148,1.744299e-02,-0.0863
water,10000,163.1893,3495.67,0.34957,1.632976e-02,-0.0856
water,10000,173.9074,3476.76,0.34768,1.528758e-02,-0.0850
water,10000,185.3355,3458.08,0.34581,1.431192e-02,-0.0843
water,10000,197.5208,3439.63,0.34396,1.339852e-02,-0.0837
water,10000,210.5137,3421.39,0.34214,1.254341e-02,-0.0831
water,10000,224.3682,3403.38,0.34034,1.174288e-02,-0.0825
water,10000,239.1414,3385.59,0.33856,1.099344e-02,-0.0819
water,10000,254.8948,3368.00,0.33680,1.029183e-02,-0.0814
water,10000,271.6936,3350.62,0.33506,9.634997e-03,-0.0808
water,10000,289.6075,3333.44,0.33334,9.020083e-03,-0.0802
water,10000,308.7109,3316.46,0.33165,8.444413e-03,-0.0797
water,10000,329.0832,3299.67,0.32997,7.905483e-03,-0.0791
water,10000,350.8090,3283.07,0.32831,7.400948e-03,-0.0786
water,10000,373.9786,3266.66,0.32667,6.928613e-03,-0.0781
water,10000,398.6884,3250.43,0.32504,6.486423e-03,-0.0776
water,10000,425.0411,3234.39,0.32344,6.072454e-03,-0.0771
water,10000,453.1466,3218.52,0.32185,5.684905e-03,-0.0766
water,10000,483.1218,3202.82,0.32028,5.322089e-03,-0.0761
water,10000,515.0917,3187.29,0.31873,4.982429e-03,-0.0756
water,10000,549.1895,3171.93,0.31719,4.664446e-03,-0.0751
water,10000,585.5573,3156.74,0.31567,4.366757e-03,-0.0747
water,10000,624.3470,3141.70,0.31417,4.088067e-03,-0.0742
water,10000,665.7204,3126.83,0.31268,3.827163e-03,-0.0737
water,10000,709.8501,3112.10,0.31121,3.582910e-03,-0.0733
water,10000,756.9207,3097.54,0.30975,3.354245e-03,-0.0729
water,10000,807.1286,3083.12,0.30831,3.140175e-03,-0.0724
water,10000,860.6839,3068.85,0.30688,2.939766e-03,-0.0720
water,10000,917.8103,3054.72,0.30547,2.752147e-03,-0.0716
water,10000,978.7469,3040.74,0.30407,2.576503e-03,-0.0709
