volume_m3,temp_k,throat_area_m2,time_ms,x_m,area_ratio,rho,temp_station_k,pressure_pa,speed_m_s,n_h,n_third,k_eff_m6_s,tau_exp_s,tau_rec_s,damkohler,verdict,store_held,margin_decades
200,10000,2,0.000013,0.0001,1.00013,1.630662e+00,8535.79,3.379091e+07,5397.90,2.225153e+26,2.863755e+26,5.106673e-45,1.038941e-06,3.073026e-09,3.380839e+02,equilibrium,0.903373,1.5290
200,10000,2,0.000228,0.0012,1.00231,1.578531e+00,8454.86,3.233013e+07,5564.02,2.149964e+26,2.766411e+26,5.156926e-45,6.622111e-06,3.260328e-09,2.031118e+03,equilibrium,0.899873,2.3077
200,10000,2,0.000646,0.0036,1.00668,1.528067e+00,8376.28,3.093804e+07,5722.86,2.077345e+26,2.672332e+26,5.206840e-45,1.286394e-05,3.459605e-09,3.718326e+03,equilibrium,0.896348,2.5703
200,10000,2,0.001234,0.0070,1.01298,1.479216e+00,8299.92,2.961097e+07,5875.08,2.007209e+26,2.581417e+26,5.256431e-45,1.807701e-05,3.671625e-09,4.923437e+03,equilibrium,0.892803,2.6923
200,10000,2,0.001965,0.0114,1.02102,1.431927e+00,8225.67,2.834549e+07,6021.27,1.939467e+26,2.493565e+26,5.305713e-45,2.250645e-05,3.897203e-09,5.775027e+03,equilibrium,0.889241,2.7616
200,10000,2,0.002820,0.0166,1.03067,1.386150e+00,8153.40,2.713837e+07,6161.94,1.874037e+26,2.408679e+26,5.354702e-45,2.633136e-05,4.137210e-09,6.364522e+03,equilibrium,0.885667,2.8038
200,10000,2,0.003785,0.0226,1.04178,1.341836e+00,8083.02,2.598658e+07,6297.51,1.810836e+26,2.326664e+26,5.403411e-45,2.968499e-05,4.392574e-09,6.757994e+03,equilibrium,0.882083,2.8298
200,10000,2,0.004846,0.0293,1.05428,1.298938e+00,8014.43,2.488727e+07,6428.38,1.749787e+26,2.247427e+26,5.451853e-45,3.266805e-05,4.664283e-09,7.003875e+03,equilibrium,0.878492,2.8453
200,10000,2,0.005995,0.0368,1.06808,1.257412e+00,7947.53,2.383777e+07,6554.89,1.690815e+26,2.170878e+26,5.500041e-45,3.535781e-05,4.953390e-09,7.138103e+03,equilibrium,0.874898,2.8536
200,10000,2,0.007224,0.0449,1.08311,1.217214e+00,7882.23,2.283555e+07,6677.35,1.633846e+26,2.096929e+26,5.547986e-45,3.781432e-05,5.261020e-09,7.187640e+03,equilibrium,0.871303,2.8566
200,10000,2,0.008526,0.0537,1.09935,1.178301e+00,7818.47,2.187826e+07,6796.01,1.578810e+26,2.025493e+26,5.595699e-45,4.008484e-05,5.588370e-09,7.172902e+03,equilibrium,0.867709,2.8557
200,10000,2,0.009898,0.0631,1.11674,1.140632e+00,7756.15,2.096365e+07,6911.13,1.525639e+26,1.956487e+26,5.643191e-45,4.220695e-05,5.936717e-09,7.109477e+03,equilibrium,0.864118,2.8518
200,10000,2,0.011334,0.0731,1.13525,1.104167e+00,7695.22,2.008963e+07,7022.92,1.474269e+26,1.889832e+26,5.690469e-45,4.421093e-05,6.307422e-09,7.009349e+03,equilibrium,0.860532,2.8457
200,10000,2,0.012833,0.0837,1.15488,1.068867e+00,7635.60,1.925422e+07,7131.59,1.424637e+26,1.825448e+26,5.737543e-45,4.612132e-05,6.701938e-09,6.881789e+03,equilibrium,0.856953,2.8377
200,10000,2,0.014391,0.0949,1.17559,1.034697e+00,7577.24,1.845553e+07,7237.30,1.376682e+26,1.763259e+26,5.784421e-45,4.795830e-05,7.121811e-09,6.734003e+03,equilibrium,0.853383,2.8283
200,10000,2,0.016007,0.1067,1.19738,1.001618e+00,7520.08,1.769182e+07,7340.23,1.330346e+26,1.703191e+26,5.831109e-45,4.973855e-05,7.568694e-09,6.571617e+03,equilibrium,0.849822,2.8177
200,10000,2,0.017679,0.1190,1.22025,9.695975e-01,7464.07,1.696140e+07,7440.53,1.285573e+26,1.645173e+26,5.877614e-45,5.147603e-05,8.044346e-09,6.399032e+03,equilibrium,0.846273,2.8061
200,10000,2,0.019407,0.1320,1.24420,9.386004e-01,7409.15,1.626269e+07,7538.33,1.242308e+26,1.589136e+26,5.923942e-45,5.318247e-05,8.550647e-09,6.219702e+03,equilibrium,0.842735,2.7938
200,10000,2,0.021190,0.1455,1.26922,9.085942e-01,7355.28,1.559422e+07,7633.76,1.200500e+26,1.535012e+26,5.970098e-45,5.486790e-05,9.089599e-09,6.036338e+03,equilibrium,0.839211,2.7808
200,10000,2,0.023027,0.1596,1.29533,8.795472e-01,7302.41,1.495455e+07,7726.93,1.160098e+26,1.482737e+26,6.016086e-45,5.654087e-05,9.663340e-09,5.851069e+03,equilibrium,0.835701,2.7672
200,10000,2,0.024918,0.1743,1.32252,8.514289e-01,7250.51,1.434235e+07,7817.96,1.121054e+26,1.432248e+26,6.061910e-45,5.820882e-05,1.027415e-08,5.665561e+03,equilibrium,0.832206,2.7532
200,10000,2,0.026864,0.1896,1.35083,8.242095e-01,7199.53,1.375636e+07,7906.94,1.083321e+26,1.383484e+26,6.107575e-45,5.987822e-05,1.092446e-08,5.481116e+03,equilibrium,0.828726,2.7389
200,10000,2,0.028864,0.2055,1.38025,7.978602e-01,7149.45,1.319536e+07,7993.96,1.046855e+26,1.336386e+26,6.153082e-45,6.155479e-05,1.161686e-08,5.298745e+03,equilibrium,0.825263,2.7242
200,10000,2,0.030919,0.2220,1.41080,7.723533e-01,7100.22,1.265822e+07,8079.10,1.011612e+26,1.290897e+26,6.198436e-45,6.324361e-05,1.235413e-08,5.119227e+03,equilibrium,0.821817,2.7092
200,10000,2,0.033029,0.2392,1.44251,7.476619e-01,7051.82,1.214386e+07,8162.46,9.775501e+25,1.246963e+26,6.243637e-45,6.494924e-05,1.313922e-08,4.943157e+03,equilibrium,0.818388,2.6940
200,10000,2,0.035196,0.2569,1.47539,7.237598e-01,7004.20,1.165123e+07,8244.10,9.446292e+25,1.204531e+26,6.288687e-45,6.667578e-05,1.397529e-08,4.770978e+03,equilibrium,0.814977,2.6786
200,10000,2,0.037419,0.2753,1.50947,7.006219e-01,6957.36,1.117938e+07,8324.10,9.128106e+25,1.163548e+26,6.333589e-45,6.842702e-05,1.486569e-08,4.603017e+03,equilibrium,0.811584,2.6630
200,10000,2,0.039700,0.2944,1.54477,6.782236e-01,6911.25,1.072736e+07,8402.51,8.820568e+25,1.123966e+26,6.378342e-45,7.020642e-05,1.581402e-08,4.439504e+03,equilibrium,0.808210,2.6473
200,10000,2,0.042040,0.3142,1.58131,6.565414e-01,6865.86,1.029429e+07,8479.40,8.523316e+25,1.085737e+26,6.422948e-45,7.201721e-05,1.682413e-08,4.280591e+03,equilibrium,0.804854,2.6315
200,10000,2,0.044440,0.3346,1.61913,6.355524e-01,6821.15,9.879337e+06,8554.83,8.236002e+25,1.048813e+26,6.467407e-45,7.386242e-05,1.790009e-08,4.126371e+03,equilibrium,0.801518,2.6156
200,10000,2,0.046901,0.3558,1.65826,6.152343e-01,6777.12,9.481695e+06,8628.85,7.958291e+25,1.013151e+26,6.511719e-45,7.574490e-05,1.904629e-08,3.976885e+03,equilibrium,0.798202,2.5995
200,10000,2,0.049424,0.3776,1.69872,5.955658e-01,6733.73,9.100604e+06,8701.51,7.689858e+25,9.787069e+25,6.555883e-45,7.766739e-05,2.026739e-08,3.832136e+03,equilibrium,0.794905,2.5834
200,10000,2,0.052012,0.4002,1.74054,5.765261e-01,6690.96,8.735338e+06,8772.86,7.430391e+25,9.454393e+25,6.599899e-45,7.963251e-05,2.156837e-08,3.692096e+03,equilibrium,0.791628,2.5673
200,10000,2,0.054664,0.4236,1.78377,5.580951e-01,6648.80,8.385208e+06,8842.95,7.179587e+25,9.133077e+25,6.643767e-45,8.164278e-05,2.295456e-08,3.556713e+03,equilibrium,0.788371,2.5510
200,10000,2,0.057384,0.4477,1.82844,5.402533e-01,6607.23,8.049555e+06,8911.81,6.937155e+25,8.822732e+25,6.687485e-45,8.370068e-05,2.443164e-08,3.425913e+03,equilibrium,0.785133,2.5348
200,10000,2,0.060172,0.4727,1.87459,5.229819e-01,6566.23,7.727752e+06,8979.49,6.702815e+25,8.522982e+25,6.731052e-45,8.580861e-05,2.600568e-08,3.299610e+03,equilibrium,0.781917,2.5185
200,10000,2,0.063030,0.4984,1.92226,5.062626e-01,6525.78,7.419201e+06,9046.03,6.476294e+25,8.233462e+25,6.774467e-45,8.796897e-05,2.768317e-08,3.177706e+03,equilibrium,0.778720,2.5021
200,10000,2,0.065960,0.5250,1.97148,4.900779e-01,6485.87,7.123331e+06,9111.46,6.257332e+25,7.953822e+25,6.817727e-45,9.018409e-05,2.947103e-08,3.060093e+03,equilibrium,0.775543,2.4857
200,10000,2,0.068964,0.5525,2.02230,4.744105e-01,6446.48,6.839599e+06,9175.82,6.045674e+25,7.683724e+25,6.860830e-45,9.245632e-05,3.137667e-08,2.946658e+03,equilibrium,0.772387,2.4693
200,10000,2,0.072044,0.5809,2.07477,4.592440e-01,6407.61,6.567485e+06,9239.14,5.841077e+25,7.422839e+25,6.903775e-45,9.478801e-05,3.340799e-08,2.837286e+03,equilibrium,0.769252,2.4529
200,10000,2,0.075202,0.6101,2.12893,4.445624e-01,6369.23,6.306493e+06,9301.46,5.643306e+25,7.170852e+25,6.946560e-45,9.718149e-05,3.557344e-08,2.731855e+03,equilibrium,0.766136,2.4365
200,10000,2,0.078439,0.6403,2.18483,4.303502e-01,6331.34,6.056152e+06,9362.79,5.452131e+25,6.927458e+25,6.989181e-45,9.963911e-05,3.788205e-08,2.630246e+03,equilibrium,0.763041,2.4200
200,10000,2,0.081758,0.6715,2.24252,4.165923e-01,6293.91,5.816009e+06,9423.18,5.267335e+25,6.692362e+25,7.031636e-45,1.021633e-04,4.034347e-08,2.532337e+03,equilibrium,0.759966,2.4035
200,10000,2,0.085162,0.7037,2.30205,4.032742e-01,6256.95,5.585633e+06,9482.64,5.088703e+25,6.465279e+25,7.073923e-45,1.047564e-04,4.296802e-08,2.438008e+03,equilibrium,0.756911,2.3870
200,10000,2,0.088652,0.7369,2.36348,3.903819e-01,6220.43,5.364613e+06,9541.21,4.916031e+25,6.245935e+25,7.116037e-45,1.074208e-04,4.576671e-08,2.347139e+03,equilibrium,0.753877,2.3705
200,10000,2,0.092232,0.7711,2.42686,3.779017e-01,6184.35,5.152553e+06,9598.91,4.749121e+25,6.034064e+25,7.157977e-45,1.101591e-04,4.875133e-08,2.259612e+03,equilibrium,0.750863,2.3540
200,10000,2,0.095902,0.8065,2.49225,3.658205e-01,6148.70,4.949080e+06,9655.75,4.587782e+25,5.829411e+25,7.199740e-45,1.129738e-04,5.193448e-08,2.175313e+03,equilibrium,0.747868,2.3375
200,10000,2,0.099667,0.8429,2.55970,3.541256e-01,6113.47,4.753832e+06,9711.78,4.431828e+25,5.631728e+25,7.241321e-45,1.158674e-04,5.532962e-08,2.094129e+03,equilibrium,0.744894,2.3210
200,10000,2,0.103528,0.8805,2.62928,3.428045e-01,6078.64,4.566466e+06,9767.00,4.281081e+25,5.440776e+25,7.282717e-45,1.188425e-04,5.895116e-08,2.015948e+03,equilibrium,0.741939,2.3045
200,10000,2,0.107489,0.9193,2.70106,3.318453e-01,6044.22,4.386654e+06,9821.43,4.135368e+25,5.256325e+25,7.323925e-45,1.219018e-04,6.281449e-08,1.940664e+03,equilibrium,0.739004,2.2880
200,10000,2,0.111552,0.9594,2.77510,3.212365e-01,6010.18,4.214081e+06,9875.11,3.994522e+25,5.078151e+25,7.364941e-45,1.250481e-04,6.693607e-08,1.868173e+03,equilibrium,0.736089,2.2714
200,10000,2,0.115720,1.0006,2.85146,3.109669e-01,5976.53,4.048448e+06,9928.04,3.858383e+25,4.906041e+25,7.405762e-45,1.282842e-04,7.133353e-08,1.798372e+03,equilibrium,0.733193,2.2549
200,10000,2,0.119996,1.0432,2.93022,3.010256e-01,5943.26,3.889466e+06,9980.25,3.726794e+25,4.739787e+25,7.446384e-45,1.316129e-04,7.602569e-08,1.731164e+03,equilibrium,0.730317,2.2383
200,10000,2,0.124384,1.0871,3.01145,2.914020e-01,5910.35,3.736861e+06,10031.75,3.599605e+25,4.579188e+25,7.486802e-45,1.350372e-04,8.103271e-08,1.666453e+03,equilibrium,0.727460,2.2218
200,10000,2,0.128886,1.1324,3.09523,2.820862e-01,5877.80,3.590369e+06,10082.55,3.476670e+25,4.424051e+25,7.527014e-45,1.385601e-04,8.637612e-08,1.604148e+03,equilibrium,0.724622,2.2052
200,10000,2,0.133506,1.1791,3.18163,2.730681e-01,5845.61,3.449739e+06,10132.69,3.357849e+25,4.274189e+25,7.567015e-45,1.421846e-04,9.207899e-08,1.544159e+03,equilibrium,0.721803,2.1887
200,10000,2,0.138247,1.2272,3.27073,2.643384e-01,5813.76,3.314730e+06,10182.17,3.243006e+25,4.129421e+25,7.606801e-45,1.459141e-04,9.816598e-08,1.486402e+03,equilibrium,0.719003,2.1721
200,10000,2,0.143112,1.2769,3.36262,2.558877e-01,5782.25,3.185110e+06,10231.00,3.132009e+25,3.989574e+25,7.646369e-45,1.497517e-04,1.046635e-07,1.430792e+03,equilibrium,0.716222,2.1556
200,10000,2,0.148106,1.3281,3.45738,2.477072e-01,5751.08,3.060660e+06,10279.21,3.024732e+25,3.854480e+25,7.685713e-45,1.537008e-04,1.115997e-07,1.377251e+03,equilibrium,0.713459,2.1390
200,10000,2,0.153232,1.3809,3.55510,2.397883e-01,5720.24,2.941167e+06,10326.80,2.921051e+25,3.723975e+25,7.724831e-45,1.577650e-04,1.190050e-07,1.325701e+03,equilibrium,0.710715,2.1224
200,10000,2,0.158494,1.4354,3.65587,2.321224e-01,5689.72,2.826430e+06,10373.79,2.820848e+25,3.597904e+25,7.763718e-45,1.619476e-04,1.269115e-07,1.276067e+03,equilibrium,0.707989,2.1059
200,10000,2,0.163896,1.4915,3.75979,2.247017e-01,5659.51,2.716254e+06,10420.19,2.724008e+25,3.476115e+25,7.802370e-45,1.662525e-04,1.353539e-07,1.228280e+03,equilibrium,0.705282,2.0893
200,10000,2,0.169442,1.5494,3.86694,2.175182e-01,5629.62,2.610453e+06,10466.02,2.630421e+25,3.358461e+25,7.840784e-45,1.706833e-04,1.443694e-07,1.182269e+03,equilibrium,0.702592,2.0727
200,10000,2,0.175135,1.6092,3.97745,2.105643e-01,5600.04,2.508851e+06,10511.29,2.539978e+25,3.244802e+25,7.878954e-45,1.752440e-04,1.539974e-07,1.137968e+03,equilibrium,0.699920,2.0561
200,10000,2,0.180982,1.6707,4.09140,2.038328e-01,5570.76,2.411276e+06,10556.01,2.452576e+25,3.135001e+25,7.916878e-45,1.799386e-04,1.642805e-07,1.095313e+03,equilibrium,0.697265,2.0395
200,10000,2,0.186985,1.7343,4.20890,1.973164e-01,5541.77,2.317564e+06,10600.19,2.368114e+25,3.028927e+25,7.954551e-45,1.847711e-04,1.752640e-07,1.054244e+03,equilibrium,0.694629,2.0229
200,10000,2,0.193150,1.7997,4.33007,1.910084e-01,5513.08,2.227561e+06,10643.84,2.286497e+25,2.926453e+25,7.991970e-45,1.897458e-04,1.869968e-07,1.014701e+03,equilibrium,0.692009,2.0063
200,10000,2,0.199482,1.8673,4.45501,1.849020e-01,5484.68,2.141115e+06,10686.97,2.207629e+25,2.827455e+25,8.029130e-45,1.948671e-04,1.995307e-07,9.766270e+02,equilibrium,0.689407,1.9897
200,10000,2,0.205985,1.9369,4.58386,1.789909e-01,5456.56,2.058083e+06,10729.59,2.131420e+25,2.731816e+25,8.066028e-45,2.001394e-04,2.129216e-07,9.399674e+02,equilibrium,0.686821,1.9731
200,10000,2,0.212664,2.0087,4.71672,1.732687e-01,5428.72,1.978327e+06,10771.72,2.057783e+25,2.639421e+25,8.102660e-45,2.055674e-04,2.272293e-07,9.046695e+02,equilibrium,0.684253,1.9565
200,10000,2,0.219525,2.0827,4.85372,1.677295e-01,5401.16,1.901716e+06,10813.37,1.986632e+25,2.550159e+25,8.139023e-45,2.111558e-04,2.425175e-07,8.706828e+02,equilibrium,0.681701,1.9399
200,10000,2,0.226572,2.1591,4.99500,1.623673e-01,5373.87,1.828123e+06,10854.53,1.917885e+25,2.463924e+25,8.175112e-45,2.169097e-04,2.588549e-07,8.379584e+02,equilibrium,0.679166,1.9232
200,10000,2,0.233812,2.2378,5.14069,1.571766e-01,5346.85,1.757426e+06,10895.23,1.851463e+25,2.380612e+25,8.210925e-45,2.228339e-04,2.763148e-07,8.064494e+02,equilibrium,0.676647,1.9066
200,10000,2,0.241251,2.3190,5.29091,1.521518e-01,5320.09,1.689510e+06,10935.47,1.787289e+25,2.300125e+25,8.246458e-45,2.289338e-04,2.949757e-07,7.761109e+02,equilibrium,0.674144,1.8899
200,10000,2,0.248893,2.4028,5.44583,1.472876e-01,5293.60,1.624262e+06,10975.26,1.725289e+25,2.222366e+25,8.281708e-45,2.352148e-04,3.149217e-07,7.468992e+02,equilibrium,0.671657,1.8733
200,10000,2,0.256746,2.4891,5.60558,1.425790e-01,5267.36,1.561577e+06,11014.60,1.665391e+25,2.147242e+25,8.316671e-45,2.416823e-04,3.362430e-07,7.187727e+02,equilibrium,0.669186,1.8566
200,10000,2,0.264815,2.5781,5.77032,1.380208e-01,5241.38,1.501351e+06,11053.52,1.607525e+25,2.074664e+25,8.351344e-45,2.483421e-04,3.590361e-07,6.916912e+02,equilibrium,0.666731,1.8399
200,10000,2,0.273106,2.6699,5.94020,1.336084e-01,5215.64,1.443486e+06,11092.00,1.551624e+25,2.004545e+25,8.385725e-45,2.552001e-04,3.834043e-07,6.656160e+02,equilibrium,0.664291,1.8232
200,10000,2,0.281628,2.7646,6.11539,1.293371e-01,5190.16,1.387887e+06,11130.07,1.497623e+25,1.936802e+25,8.419810e-45,2.622623e-04,4.094586e-07,6.405100e+02,equilibrium,0.661866,1.8065
200,10000,2,0.290385,2.8623,6.29605,1.252023e-01,5164.92,1.334466e+06,11167.73,1.445460e+25,1.871353e+25,8.453597e-45,2.695350e-04,4.373175e-07,6.163372e+02,equilibrium,0.659457,1.7898
200,10000,2,0.299386,2.9629,6.48235,1.211997e-01,5139.92,1.283134e+06,11204.99,1.395072e+25,1.808120e+25,8.487083e-45,2.770247e-04,4.671083e-07,5.930632e+02,equilibrium,0.657063,1.7731
200,10000,2,0.308638,3.0668,6.67447,1.173250e-01,5115.17,1.233808e+06,11241.84,1.346402e+25,1.747029e+25,8.520266e-45,2.847380e-04,4.989671e-07,5.706549e+02,equilibrium,0.654683,1.7564
200,10000,2,0.318147,3.1739,6.87260,1.135743e-01,5090.64,1.186409e+06,11278.31,1.299392e+25,1.688007e+25,8.553142e-45,2.926818e-04,5.330401e-07,5.490803e+02,equilibrium,0.652318,1.7396
200,10000,2,0.327923,3.2843,7.07692,1.099434e-01,5066.36,1.140860e+06,11314.40,1.253987e+25,1.630984e+25,8.585711e-45,3.008631e-04,5.694836e-07,5.283087e+02,equilibrium,0.649968,1.7229
200,10000,2,0.337972,3.3982,7.28764,1.064286e-01,5042.30,1.097087e+06,11350.11,1.210134e+25,1.575890e+25,8.617969e-45,3.092892e-04,6.084653e-07,5.083104e+02,equilibrium,0.647632,1.7061
200,10000,2,0.348303,3.5156,7.50494,1.030262e-01,5018.47,1.055021e+06,11385.46,1.167780e+25,1.522662e+25,8.649915e-45,3.179677e-04,6.501648e-07,4.890571e+02,equilibrium,0.645310,1.6894
200,10000,2,0.358925,3.6367,7.72904,9.973253e-02,4994.86,1.014593e+06,11420.44,1.126878e+25,1.471235e+25,8.681547e-45,3.269062e-04,6.947747e-07,4.705212e+02,equilibrium,0.643003,1.6726
200,10000,2,0.369845,3.7616,7.96016,9.654417e-02,4971.48,9.757390e+05,11455.06,1.087377e+25,1.421549e+25,8.712863e-45,3.361128e-04,7.425013e-07,4.526764e+02,equilibrium,0.640709,1.6558
200,10000,2,0.381074,3.8904,8.19852,9.345774e-02,4948.31,9.383960e+05,11489.33,1.049231e+25,1.373545e+25,8.743861e-45,3.455957e-04,7.935658e-07,4.354972e+02,equilibrium,0.638429,1.6390
200,10000,2,0.392620,4.0233,8.44434,9.046998e-02,4925.37,9.025044e+05,11523.26,1.012395e+25,1.327165e+25,8.774541e-45,3.553634e-04,8.482053e-07,4.189592e+02,equilibrium,0.636162,1.6222
200,10000,2,0.404493,4.1603,8.69786,8.757773e-02,4902.63,8.680071e+05,11556.84,9.768246e+24,1.282354e+25,8.804900e-45,3.654247e-04,9.066739e-07,4.030387e+02,equilibrium,0.633909,1.6053
200,10000,2,0.416703,4.3016,8.95932,8.477795e-02,4880.12,8.348488e+05,11590.10,9.424785e+24,1.239059e+25,8.834937e-45,3.757885e-04,9.692438e-07,3.877131e+02,equilibrium,0.631670,1.5885
200,10000,2,0.429260,4.4474,9.22899,8.206768e-02,4857.81,8.029768e+05,11623.02,9.093151e+24,1.197229e+25,8.864652e-45,3.864642e-04,1.036207e-06,3.729604e+02,equilibrium,0.629443,1.5717
200,10000,2,0.442174,4.5977,9.50711,7.944405e-02,4835.70,7.723403e+05,11655.62,8.772950e+24,1.156814e+25,8.894043e-45,3.974614e-04,1.107877e-06,3.587595e+02,equilibrium,0.627229,1.5548
200,10000,2,0.455456,4.7527,9.79395,7.690429e-02,4813.81,7.428907e+05,11687.91,8.463797e+24,1.117766e+25,8.923110e-45,4.087899e-04,1.184588e-06,3.450903e+02,equilibrium,0.625028,1.5379
200,10000,2,0.469117,4.9126,10.08980,7.444573e-02,4792.11,7.145812e+05,11719.88,8.165322e+24,1.080039e+25,8.951852e-45,4.204601e-04,1.266702e-06,3.319330e+02,equilibrium,0.622840,1.5211
200,10000,2,0.483169,5.0775,10.39493,7.206577e-02,4770.62,6.873671e+05,11751.54,7.877166e+24,1.043588e+25,8.980268e-45,4.324823e-04,1.354602e-06,3.192689e+02,equilibrium,0.620665,1.5042
200,10000,2,0.497624,5.2476,10.70964,6.976189e-02,4749.32,6.612051e+05,11782.90,7.598981e+24,1.008369e+25,9.008358e-45,4.448676e-04,1.448703e-06,3.070798e+02,equilibrium,0.618502,1.4873
200,10000,2,0.512493,5.4230,11.03424,6.753166e-02,4728.22,6.360540e+05,11813.96,7.330432e+24,9.743414e+24,9.036122e-45,4.576269e-04,1.549449e-06,2.953483e+02,equilibrium,0.616351,1.4703
200,10000,2,0.527789,5.6040,11.36903,6.537274e-02,4707.32,6.118742e+05,11844.72,7.071194e+24,9.414643e+24,9.063560e-45,4.707720e-04,1.657313e-06,2.840573e+02,equilibrium,0.614212,1.4534
200,10000,2,0.543525,5.7906,11.71435,6.328283e-02,4686.60,5.886274e+05,11875.20,6.820952e+24,9.096988e+24,9.090671e-45,4.843147e-04,1.772807e-06,2.731909e+02,equilibrium,0.612085,1.4365
200,10000,2,0.559714,5.9831,12.07053,6.125973e-02,4666.08,5.662772e+05,11905.39,6.579403e+24,8.790072e+24,9.117455e-45,4.982672e-04,1.896476e-06,2.627331e+02,equilibrium,0.609971,1.4195
200,10000,2,0.576370,6.1816,12.43791,5.930132e-02,4645.74,5.447884e+05,11935.31,6.346252e+24,8.493532e+24,9.143914e-45,5.126423e-04,2.028908e-06,2.526691e+02,equilibrium,0.607868,1.4026
200,10000,2,0.593508,6.3864,12.81684,5.740551e-02,4625.59,5.241273e+05,11964.94,6.121215e+24,8.207016e+24,9.170046e-45,5.274530e-04,2.170729e-06,2.429843e+02,equilibrium,0.605776,1.3856
200,10000,2,0.611141,6.5977,13.20770,5.557030e-02,4605.62,5.042614e+05,11994.31,5.904017e+24,7.930184e+24,9.195853e-45,5.427127e-04,2.322614e-06,2.336646e+02,equilibrium,0.603696,1.3686
200,10000,2,0.629286,6.8156,13.61087,5.379377e-02,4585.83,4.851597e+05,12023.40,5.694392e+24,7.662710e+24,9.221335e-45,5.584353e-04,2.485287e-06,2.246966e+02,equilibrium,0.601628,1.3516
200,10000,2,0.647956,7.0403,14.02673,5.207403e-02,4566.22,4.667924e+05,12052.23,5.492082e+24,7.404275e+24,9.246492e-45,5.746352e-04,2.659521e-06,2.160672e+02,equilibrium,0.599570,1.3346
200,10000,2,0.652907,7.1000,14.13717,5.164545e-02,4561.22,4.622455e+05,12059.59,5.441624e+24,7.339863e+24,9.252819e-45,5.990349e-04,2.705885e-06,2.213822e+02,equilibrium,0.599037,1.3451
200,10000,4,0.000029,0.0002,1.00013,1.630662e+00,8535.79,3.379091e+07,5397.90,2.225153e+26,2.863755e+26,5.106673e-45,2.249081e-06,3.073026e-09,7.318783e+02,equilibrium,0.903373,1.8644
200,10000,4,0.000494,0.0027,1.00231,1.578531e+00,8454.86,3.233013e+07,5564.02,2.149964e+26,2.766411e+26,5.156926e-45,1.433543e-05,3.260328e-09,4.396930e+03,equilibrium,0.899873,2.6431
200,10000,4,0.001399,0.0078,1.00668,1.528067e+00,8376.28,3.093804e+07,5722.86,2.077345e+26,2.672332e+26,5.206840e-45,2.784764e-05,3.459605e-09,8.049369e+03,equilibrium,0.896348,2.9058
200,10000,4,0.002671,0.0152,1.01298,1.479216e+00,8299.92,2.961097e+07,5875.08,2.007209e+26,2.581417e+26,5.256431e-45,3.913281e-05,3.671625e-09,1.065817e+04,equilibrium,0.892803,3.0277
200,10000,4,0.004254,0.0246,1.02102,1.431927e+00,8225.67,2.834549e+07,6021.27,1.939467e+26,2.493565e+26,5.305713e-45,4.872159e-05,3.897203e-09,1.250168e+04,equilibrium,0.889241,3.0970
200,10000,4,0.006106,0.0359,1.03067,1.386150e+00,8153.40,2.713837e+07,6161.94,1.874037e+26,2.408679e+26,5.354702e-45,5.700169e-05,4.137210e-09,1.377781e+04,equilibrium,0.885667,3.1392
200,10000,4,0.008194,0.0489,1.04178,1.341836e+00,8083.02,2.598658e+07,6297.51,1.810836e+26,2.326664e+26,5.403411e-45,6.426156e-05,4.392574e-09,1.462959e+04,equilibrium,0.882083,3.1652
200,10000,4,0.010491,0.0635,1.05428,1.298938e+00,8014.43,2.488727e+07,6428.38,1.749787e+26,2.247427e+26,5.451853e-45,7.071925e-05,4.664283e-09,1.516187e+04,equilibrium,0.878492,3.1808
200,10000,4,0.012978,0.0796,1.06808,1.257412e+00,7947.53,2.383777e+07,6554.89,1.690815e+26,2.170878e+26,5.500041e-45,7.654199e-05,4.953390e-09,1.545245e+04,equilibrium,0.874898,3.1890
200,10000,4,0.015638,0.0972,1.08311,1.217214e+00,7882.23,2.283555e+07,6677.35,1.633846e+26,2.096929e+26,5.547986e-45,8.185981e-05,5.261020e-09,1.555968e+04,equilibrium,0.871303,3.1920
200,10000,4,0.018457,0.1162,1.09935,1.178301e+00,7818.47,2.187826e+07,6796.01,1.578810e+26,2.025493e+26,5.595699e-45,8.677497e-05,5.588370e-09,1.552778e+04,equilibrium,0.867709,3.1911
200,10000,4,0.021426,0.1366,1.11674,1.140632e+00,7756.15,2.096365e+07,6911.13,1.525639e+26,1.956487e+26,5.643191e-45,9.136890e-05,5.936717e-09,1.539048e+04,equilibrium,0.864118,3.1873
200,10000,4,0.024536,0.1582,1.13525,1.104167e+00,7695.22,2.008963e+07,7022.92,1.474269e+26,1.889832e+26,5.690469e-45,9.570706e-05,6.307422e-09,1.517372e+04,equilibrium,0.860532,3.1811
200,10000,4,0.027780,0.1812,1.15488,1.068867e+00,7635.60,1.925422e+07,7131.59,1.424637e+26,1.825448e+26,5.737543e-45,9.984266e-05,6.701938e-09,1.489758e+04,equilibrium,0.856953,3.1731
200,10000,4,0.031153,0.2054,1.17559,1.034697e+00,7577.24,1.845553e+07,7237.30,1.376682e+26,1.763259e+26,5.784421e-45,1.038193e-04,7.121811e-09,1.457766e+04,equilibrium,0.853383,3.1637
200,10000,4,0.034651,0.2309,1.19738,1.001618e+00,7520.08,1.769182e+07,7340.23,1.330346e+26,1.703191e+26,5.831109e-45,1.076732e-04,7.568694e-09,1.422612e+04,equilibrium,0.849822,3.1531
