volume_m3,temp_k,throat_area_m2,time_ms,x_m,area_ratio,rho,temp_station_k,pressure_pa,speed_m_s,n_h,n_third,k_eff_m6_s,tau_exp_s,tau_rec_s,damkohler,verdict,store_held,margin_decades
673,10000,4,0.268792,2.3605,3.01757,8.665754e-02,5589.06,1.106228e+06,10036.09,1.167231e+25,1.433508e+25,8.155443e-45,2.935596e-04,7.328167e-07,4.005908e+02,equilibrium,0.793270,1.6027
673,10000,4,0.278578,2.4589,3.10173,8.388718e-02,5559.70,1.063231e+06,10086.22,1.128273e+25,1.385071e+25,8.202296e-45,3.012152e-04,7.801501e-07,3.860990e+02,equilibrium,0.790287,1.5867
673,10000,4,0.288621,2.5605,3.18852,8.120538e-02,5530.64,1.021938e+06,10135.71,1.090595e+25,1.338278e+25,8.249012e-45,3.090913e-04,8.305932e-07,3.721331e+02,equilibrium,0.787323,1.5707
673,10000,4,0.298927,2.6652,3.27802,7.860932e-02,5501.87,9.822801e+05,10184.57,1.054154e+25,1.293072e+25,8.295588e-45,3.171947e-04,8.843542e-07,3.586739e+02,equilibrium,0.784379,1.5547
673,10000,4,0.309504,2.7732,3.37031,7.609625e-02,5473.40,9.441905e+05,10232.81,1.018910e+25,1.249399e+25,8.342019e-45,3.255327e-04,9.416555e-07,3.457026e+02,equilibrium,0.781455,1.5387
673,10000,4,0.320360,2.8845,3.46548,7.366352e-02,5445.22,9.076053e+05,10280.46,9.848231e+24,1.207207e+25,8.388303e-45,3.341124e-04,1.002734e-06,3.332013e+02,equilibrium,0.778549,1.5227
673,10000,4,0.331503,2.9993,3.56361,7.130856e-02,5417.31,8.724634e+05,10327.52,9.518563e+24,1.166445e+25,8.434436e-45,3.429414e-04,1.067845e-06,3.211529e+02,equilibrium,0.775663,1.5067
673,10000,4,0.342940,3.1177,3.66481,6.902889e-02,5389.68,8.387064e+05,10374.01,9.199727e+24,1.127065e+25,8.480413e-45,3.520274e-04,1.137258e-06,3.095405e+02,equilibrium,0.772796,1.4907
673,10000,4,0.354682,3.2398,3.76915,6.682210e-02,5362.31,8.062781e+05,10419.94,8.891368e+24,1.089020e+25,8.526231e-45,3.613782e-04,1.211263e-06,2.983482e+02,equilibrium,0.769948,1.4747
673,10000,4,0.366736,3.3657,3.87674,6.468586e-02,5335.20,7.751249e+05,10465.32,8.593144e+24,1.052263e+25,8.571884e-45,3.710020e-04,1.290171e-06,2.875604e+02,equilibrium,0.767119,1.4587
673,10000,4,0.379113,3.4955,3.98768,6.261791e-02,5308.35,7.451955e+05,10510.16,8.304723e+24,1.016752e+25,8.617368e-45,3.809073e-04,1.374312e-06,2.771623e+02,equilibrium,0.764309,1.4427
673,10000,4,0.391820,3.6293,4.10208,6.061607e-02,5281.75,7.164407e+05,10554.48,8.025787e+24,9.824429e+24,8.662679e-45,3.911026e-04,1.464040e-06,2.671394e+02,equilibrium,0.761518,1.4267
673,10000,4,0.404868,3.7673,4.22003,5.867823e-02,5255.40,6.888131e+05,10598.28,7.756024e+24,9.492956e+24,8.707811e-45,4.015969e-04,1.559733e-06,2.574779e+02,equilibrium,0.758745,1.4107
673,10000,4,0.418268,3.9096,4.34166,5.680234e-02,5229.29,6.622677e+05,10641.58,7.495137e+24,9.172704e+24,8.752759e-45,4.123994e-04,1.661797e-06,2.481647e+02,equilibrium,0.755991,1.3947
673,10000,4,0.432028,4.0563,4.46708,5.498642e-02,5203.41,6.367611e+05,10684.39,7.242836e+24,8.863291e+24,8.797518e-45,4.235194e-04,1.770664e-06,2.391868e+02,equilibrium,0.753255,1.3787
673,10000,4,0.446161,4.2076,4.59639,5.322855e-02,5177.78,6.122518e+05,10726.71,6.998841e+24,8.564348e+24,8.842083e-45,4.349667e-04,1.886796e-06,2.305319e+02,equilibrium,0.750537,1.3627
673,10000,4,0.460677,4.3636,4.72974,5.152688e-02,5152.37,5.887000e+05,10768.56,6.762883e+24,8.275518e+24,8.886447e-45,4.467514e-04,2.010688e-06,2.221883e+02,equilibrium,0.747838,1.3467
673,10000,4,0.475586,4.5245,4.86723,4.987961e-02,5127.19,5.660676e+05,10809.94,6.534700e+24,7.996458e+24,8.930605e-45,4.588837e-04,2.142870e-06,2.141445e+02,equilibrium,0.745156,1.3307
673,10000,4,0.490902,4.6904,5.00901,4.828501e-02,5102.23,5.443178e+05,10850.86,6.314038e+24,7.726836e+24,8.974551e-45,4.713744e-04,2.283907e-06,2.063895e+02,equilibrium,0.742492,1.3147
673,10000,4,0.506635,4.8614,5.15520,4.674138e-02,5077.49,5.234158e+05,10891.34,6.100653e+24,7.466329e+24,9.018280e-45,4.842343e-04,2.434405e-06,1.989128e+02,equilibrium,0.739846,1.2987
673,10000,4,0.522799,5.0378,5.30595,4.524710e-02,5052.97,5.033277e+05,10931.37,5.894310e+24,7.214630e+24,9.061786e-45,4.974747e-04,2.595011e-06,1.917043e+02,equilibrium,0.737217,1.2826
673,10000,4,0.539405,5.2196,5.46139,4.380059e-02,5028.66,4.840214e+05,10970.98,5.694779e+24,6.971437e+24,9.105062e-45,5.111074e-04,2.766419e-06,1.847542e+02,equilibrium,0.734605,1.2666
673,10000,4,0.556468,5.4072,5.62167,4.240032e-02,5004.57,4.654659e+05,11010.16,5.501838e+24,6.736463e+24,9.148103e-45,5.251443e-04,2.949370e-06,1.780531e+02,equilibrium,0.732011,1.2505
673,10000,4,0.574000,5.6005,5.78695,4.104482e-02,4980.68,4.476314e+05,11048.92,5.315275e+24,6.509429e+24,9.190902e-45,5.395979e-04,3.144657e-06,1.715920e+02,equilibrium,0.729434,1.2345
673,10000,4,0.592016,5.7999,5.95739,3.973266e-02,4957.00,4.304896e+05,11087.28,5.134881e+24,6.290064e+24,9.233454e-45,5.544807e-04,3.353130e-06,1.653622e+02,equilibrium,0.726874,1.2184
673,10000,4,0.610530,6.0056,6.13313,3.846244e-02,4933.52,4.140130e+05,11125.23,4.960458e+24,6.078108e+24,9.275753e-45,5.698061e-04,3.575697e-06,1.593553e+02,equilibrium,0.724330,1.2024
673,10000,4,0.629556,6.2176,6.31436,3.723283e-02,4910.25,3.981755e+05,11162.79,4.791811e+24,5.873311e+24,9.317791e-45,5.855875e-04,3.813330e-06,1.535633e+02,equilibrium,0.721803,1.1863
673,10000,4,0.649111,6.4362,6.50125,3.604253e-02,4887.17,3.829519e+05,11199.96,4.628752e+24,5.675428e+24,9.359565e-45,6.018390e-04,4.067071e-06,1.479785e+02,equilibrium,0.719292,1.1702
673,10000,4,0.669209,6.6617,6.69396,3.489028e-02,4864.30,3.683179e+05,11236.75,4.471101e+24,5.484227e+24,9.401066e-45,6.185749e-04,4.338035e-06,1.425934e+02,equilibrium,0.716797,1.1541
673,10000,4,0.689867,6.8942,6.89269,3.377487e-02,4841.61,3.542506e+05,11273.16,4.318682e+24,5.299480e+24,9.442290e-45,6.358101e-04,4.627412e-06,1.374008e+02,equilibrium,0.714319,1.1380
673,10000,4,0.708097,7.1000,7.06858,3.284816e-02,4822.31,3.426442e+05,11304.10,4.192159e+24,5.146217e+24,9.477404e-45,6.552278e-04,4.890855e-06,1.339700e+02,equilibrium,0.712201,1.1270
673,10000,7,0.000245,0.0014,1.00058,4.694258e-01,8133.40,9.659673e+06,5587.40,6.775911e+25,8.588733e+25,5.426183e-45,1.084607e-05,3.166714e-08,3.425024e+02,equilibrium,0.964096,1.5347
673,10000,7,0.001514,0.0086,1.00366,4.544187e-01,8035.45,9.222807e+06,5754.21,6.548927e+25,8.301422e+25,5.492377e-45,3.907357e-05,3.349014e-08,1.166719e+03,equilibrium,0.961445,2.0670
673,10000,7,0.003645,0.0210,1.00898,4.398913e-01,7942.05,8.808940e+06,5912.90,6.329578e+25,8.023158e+25,5.557422e-45,6.558834e-05,3.543288e-08,1.851059e+03,equilibrium,0.958673,2.2674
673,10000,7,0.006496,0.0380,1.01629,4.258284e-01,7852.93,8.416663e+06,6064.25,6.117641e+25,7.753732e+25,5.621332e-45,8.774426e-05,3.750300e-08,2.339660e+03,equilibrium,0.955789,2.3692
673,10000,7,0.009959,0.0593,1.02538,4.122151e-01,7767.83,8.044633e+06,6208.96,5.912888e+25,7.492932e+25,5.684140e-45,1.065749e-04,3.970853e-08,2.683931e+03,equilibrium,0.952806,2.4288
673,10000,7,0.013950,0.0844,1.03611,3.990369e-01,7686.49,7.691585e+06,6347.62,5.715091e+25,7.240545e+25,5.745892e-45,1.228388e-04,4.205796e-08,2.920704e+03,equilibrium,0.949733,2.4655
673,10000,7,0.018405,0.1129,1.04834,3.862801e-01,7608.65,7.356334e+06,6480.75,5.524024e+25,6.996354e+25,5.806641e-45,1.371025e-04,4.456026e-08,3.076788e+03,equilibrium,0.946582,2.4881
673,10000,7,0.023272,0.1448,1.06197,3.739310e-01,7534.05,7.037776e+06,6608.83,5.339461e+25,6.760143e+25,5.866448e-45,1.497958e-04,4.722495e-08,3.171962e+03,equilibrium,0.943363,2.5013
673,10000,7,0.028511,0.1797,1.07693,3.619768e-01,7462.45,6.734885e+06,6732.26,5.161181e+25,6.531694e+25,5.925374e-45,1.612494e-04,5.006214e-08,3.220985e+03,equilibrium,0.940083,2.5080
673,10000,7,0.034091,0.2176,1.09315,3.504047e-01,7393.61,6.446712e+06,6851.40,4.988966e+25,6.310788e+25,5.983480e-45,1.717210e-04,5.308257e-08,3.234979e+03,equilibrium,0.936753,2.5099
673,10000,7,0.039985,0.2583,1.11058,3.392026e-01,7327.34,6.172378e+06,6966.58,4.822606e+25,6.097208e+25,6.040828e-45,1.814136e-04,5.629771e-08,3.222398e+03,equilibrium,0.933380,2.5082
673,10000,7,0.046174,0.3018,1.12918,3.283586e-01,7263.43,5.911068e+06,7078.09,4.661894e+25,5.890738e+25,6.097473e-45,1.904888e-04,5.971975e-08,3.189712e+03,equilibrium,0.929971,2.5038
673,10000,7,0.052642,0.3479,1.14893,3.178613e-01,7201.71,5.662033e+06,7186.17,4.506633e+25,5.691164e+25,6.153470e-45,1.990764e-04,6.336168e-08,3.141906e+03,equilibrium,0.926532,2.4972
673,10000,7,0.059377,0.3967,1.16980,3.076995e-01,7142.02,5.424574e+06,7291.07,4.356628e+25,5.498275e+25,6.208869e-45,2.072819e-04,6.723734e-08,3.082839e+03,equilibrium,0.923069,2.4890
673,10000,7,0.066369,0.4480,1.19177,2.978626e-01,7084.20,5.198047e+06,7392.99,4.211695e+25,5.311862e+25,6.263718e-45,2.151916e-04,7.136152e-08,3.015513e+03,equilibrium,0.919587,2.4794
673,10000,7,0.073611,0.5019,1.21484,2.883402e-01,7028.13,4.981854e+06,7492.12,4.071655e+25,5.131723e+25,6.318058e-45,2.228767e-04,7.574994e-08,2.942269e+03,equilibrium,0.916091,2.4687
673,10000,7,0.081096,0.5583,1.23900,2.791223e-01,6973.68,4.775437e+06,7588.62,3.936334e+25,4.957656e+25,6.371930e-45,2.303968e-04,8.041938e-08,2.864941e+03,equilibrium,0.912584,2.4571
673,10000,7,0.088823,0.6173,1.26425,2.701990e-01,6920.75,4.578280e+06,7682.65,3.805566e+25,4.789468e+25,6.425369e-45,2.378017e-04,8.538771e-08,2.784963e+03,equilibrium,0.909070,2.4448
673,10000,7,0.096788,0.6789,1.29060,2.615610e-01,6869.22,4.389900e+06,7774.34,3.679192e+25,4.626967e+25,6.478408e-45,2.451338e-04,9.067401e-08,2.703463e+03,equilibrium,0.905552,2.4319
673,10000,7,0.104989,0.7430,1.31805,2.531991e-01,6819.01,4.209846e+06,7863.83,3.557058e+25,4.469967e+25,6.531078e-45,2.524294e-04,9.629857e-08,2.621320e+03,equilibrium,0.902033,2.4185
673,10000,7,0.113428,0.8097,1.34661,2.451045e-01,6770.05,4.037696e+06,7951.23,3.439015e+25,4.318288e+25,6.583405e-45,2.597198e-04,1.022831e-07,2.539226e+03,equilibrium,0.898516,2.4047
673,10000,7,0.122104,0.8791,1.37630,2.372688e-01,6722.24,3.873057e+06,8036.64,3.324922e+25,4.171754e+25,6.635413e-45,2.670323e-04,1.086506e-07,2.457717e+03,equilibrium,0.895002,2.3905
673,10000,7,0.131020,0.9511,1.40713,2.296835e-01,6675.52,3.715557e+06,8120.16,3.214640e+25,4.030193e+25,6.687126e-45,2.743909e-04,1.154256e-07,2.377210e+03,equilibrium,0.891494,2.3761
673,10000,7,0.140176,1.0258,1.43912,2.223407e-01,6629.83,3.564850e+06,8201.88,3.108038e+25,3.893441e+25,6.738564e-45,2.818170e-04,1.226345e-07,2.298023e+03,equilibrium,0.887994,2.3614
673,10000,7,0.149577,1.1033,1.47228,2.152327e-01,6585.11,3.420607e+06,8281.89,3.004988e+25,3.761335e+25,6.789744e-45,2.893296e-04,1.303052e-07,2.220400e+03,equilibrium,0.884502,2.3464
673,10000,7,0.159225,1.1836,1.50665,2.083519e-01,6541.31,3.282522e+06,8360.26,2.905369e+25,3.633721e+25,6.840684e-45,2.969461e-04,1.384674e-07,2.144520e+03,equilibrium,0.881020,2.3313
673,10000,7,0.169125,1.2667,1.54223,2.016911e-01,6498.38,3.150304e+06,8437.07,2.809063e+25,3.510447e+25,6.891398e-45,3.046822e-04,1.471529e-07,2.070515e+03,equilibrium,0.877550,2.3161
673,10000,7,0.179280,1.3528,1.57907,1.952432e-01,6456.28,3.023678e+06,8512.37,2.715956e+25,3.391366e+25,6.941900e-45,3.125527e-04,1.563955e-07,1.998476e+03,equilibrium,0.874093,2.3007
673,10000,7,0.189696,1.4418,1.61719,1.890014e-01,6414.95,2.902386e+06,8586.23,2.625939e+25,3.276338e+25,6.992203e-45,3.205711e-04,1.662313e-07,1.928464e+03,equilibrium,0.870648,2.2852
673,10000,7,0.200377,1.5339,1.65661,1.829592e-01,6374.37,2.786184e+06,8658.71,2.538906e+25,3.165223e+25,7.042316e-45,3.287501e-04,1.766988e-07,1.860511e+03,equilibrium,0.867219,2.2696
673,10000,7,0.211330,1.6292,1.69737,1.771102e-01,6334.50,2.674839e+06,8729.86,2.454757e+25,3.057891e+25,7.092249e-45,3.371019e-04,1.878389e-07,1.794633e+03,equilibrium,0.863804,2.2540
673,10000,7,0.222560,1.7276,1.73951,1.714481e-01,6295.31,2.568131e+06,8799.73,2.373393e+25,2.954212e+25,7.142013e-45,3.456381e-04,1.996954e-07,1.730826e+03,equilibrium,0.860405,2.2383
673,10000,7,0.234074,1.8293,1.78305,1.659671e-01,6256.76,2.465854e+06,8868.37,2.294721e+25,2.854062e+25,7.191614e-45,3.543697e-04,2.123149e-07,1.669076e+03,equilibrium,0.857023,2.2225
673,10000,7,0.245878,1.9344,1.82803,1.606613e-01,6218.84,2.367808e+06,8935.82,2.218649e+25,2.757321e+25,7.241059e-45,3.633077e-04,2.257470e-07,1.609358e+03,equilibrium,0.853657,2.2067
673,10000,7,0.257980,2.0429,1.87449,1.555251e-01,6181.50,2.273808e+06,9002.13,2.145089e+25,2.663873e+25,7.290354e-45,3.724626e-04,2.400448e-07,1.551638e+03,equilibrium,0.850309,2.1908
673,10000,7,0.270387,2.1550,1.92247,1.505531e-01,6144.73,2.183674e+06,9067.33,2.073959e+25,2.573606e+25,7.339506e-45,3.818447e-04,2.552648e-07,1.495877e+03,equilibrium,0.846978,2.1749
673,10000,7,0.283106,2.2708,1.97201,1.457400e-01,6108.51,2.097237e+06,9131.47,2.005174e+25,2.486412e+25,7.388518e-45,3.914643e-04,2.714673e-07,1.442031e+03,equilibrium,0.843665,2.1590
673,10000,7,0.296146,2.3902,2.02315,1.410809e-01,6072.81,2.014337e+06,9194.57,1.938658e+25,2.402185e+25,7.437394e-45,4.013316e-04,2.887165e-07,1.390055e+03,equilibrium,0.840371,2.1430
673,10000,7,0.309514,2.5136,2.07595,1.365706e-01,6037.61,1.934820e+06,9256.67,1.874334e+25,2.320824e+25,7.486139e-45,4.114567e-04,3.070810e-07,1.339897e+03,equilibrium,0.837095,2.1271
673,10000,7,0.323221,2.6409,2.13044,1.322046e-01,6002.90,1.858540e+06,9317.80,1.812130e+25,2.242231e+25,7.534755e-45,4.218498e-04,3.266339e-07,1.291506e+03,equilibrium,0.833839,2.1111
673,10000,7,0.337274,2.7722,2.18667,1.279781e-01,5968.66,1.785358e+06,9377.99,1.751973e+25,2.166312e+25,7.583243e-45,4.325210e-04,3.474534e-07,1.244832e+03,equilibrium,0.830601,2.0951
673,10000,7,0.351683,2.9078,2.24469,1.238868e-01,5934.86,1.715142e+06,9437.27,1.693797e+25,2.092976e+25,7.631607e-45,4.434806e-04,3.696226e-07,1.199820e+03,equilibrium,0.827382,2.0791
673,10000,7,0.366458,3.0477,2.30456,1.199262e-01,5901.51,1.647766e+06,9495.67,1.637535e+25,2.022134e+25,7.679847e-45,4.547391e-04,3.932304e-07,1.156419e+03,equilibrium,0.824183,2.0631
673,10000,7,0.381609,3.1920,2.36633,1.160923e-01,5868.57,1.583109e+06,9553.20,1.583123e+25,1.953700e+25,7.727964e-45,4.663069e-04,4.183716e-07,1.114576e+03,equilibrium,0.821003,2.0471
673,10000,7,0.397146,3.3408,2.43006,1.123809e-01,5836.04,1.521057e+06,9609.91,1.530501e+25,1.887594e+25,7.775959e-45,4.781948e-04,4.451474e-07,1.074239e+03,equilibrium,0.817843,2.0311
673,10000,7,0.413081,3.4944,2.49579,1.087882e-01,5803.91,1.461499e+06,9665.80,1.479609e+25,1.823734e+25,7.823832e-45,4.904136e-04,4.736657e-07,1.035358e+03,equilibrium,0.814703,2.0151
673,10000,7,0.429423,3.6528,2.56360,1.053103e-01,5772.15,1.404332e+06,9720.90,1.430389e+25,1.762045e+25,7.871582e-45,5.029744e-04,5.040419e-07,9.978823e+02,equilibrium,0.811582,1.9991
673,10000,7,0.446185,3.8162,2.63354,1.019437e-01,5740.77,1.349455e+06,9775.24,1.382787e+25,1.702453e+25,7.919208e-45,5.158886e-04,5.363988e-07,9.617631e+02,equilibrium,0.808481,1.9831
673,10000,7,0.463378,3.9847,2.70568,9.868462e-02,5709.75,1.296772e+06,9828.83,1.336749e+25,1.644884e+25,7.966711e-45,5.291676e-04,5.708679e-07,9.269527e+02,equilibrium,0.805399,1.9671
673,10000,7,0.481015,4.1585,2.78009,9.552977e-02,5679.08,1.246194e+06,9881.69,1.292224e+25,1.589271e+25,8.014087e-45,5.428233e-04,6.075894e-07,8.934047e+02,equilibrium,0.802337,1.9510
673,10000,7,0.499108,4.3378,2.85682,9.247576e-02,5648.74,1.197632e+06,9933.85,1.249161e+25,1.535547e+25,8.061336e-45,5.568677e-04,6.467130e-07,8.610740e+02,equilibrium,0.799295,1.9350
673,10000,7,0.517671,4.5227,2.93596,8.951940e-02,5618.74,1.151003e+06,9985.31,1.207512e+25,1.483647e+25,8.108455e-45,5.713133e-04,6.883985e-07,8.299166e+02,equilibrium,0.796273,1.9190
673,10000,7,0.536717,4.7133,3.01757,8.665754e-02,5589.06,1.106228e+06,10036.09,1.167231e+25,1.433508e+25,8.155443e-45,5.861729e-04,7.328167e-07,7.998901e+02,equilibrium,0.793270,1.9030
673,10000,7,0.556259,4.9100,3.10173,8.388718e-02,5559.70,1.063231e+06,10086.22,1.128273e+25,1.385071e+25,8.202296e-45,6.014593e-04,7.801501e-07,7.709534e+02,equilibrium,0.790287,1.8870
673,10000,7,0.576312,5.1127,3.18852,8.120538e-02,5530.64,1.021938e+06,10135.71,1.090595e+25,1.338278e+25,8.249012e-45,6.171861e-04,8.305932e-07,7.430666e+02,equilibrium,0.787323,1.8710
673,10000,7,0.596891,5.3218,3.27802,7.860932e-02,5501.87,9.822801e+05,10184.57,1.054154e+25,1.293072e+25,8.295588e-45,6.333669e-04,8.843542e-07,7.161914e+02,equilibrium,0.784379,1.8550
673,10000,7,0.618011,5.5374,3.37031,7.609625e-02,5473.40,9.441905e+05,10232.81,1.018910e+25,1.249399e+25,8.342019e-45,6.500160e-04,9.416555e-07,6.902907e+02,equilibrium,0.781455,1.8390
673,10000,7,0.639687,5.7597,3.46548,7.366352e-02,5445.22,9.076053e+05,10280.46,9.848231e+24,1.207207e+25,8.388303e-45,6.671478e-04,1.002734e-06,6.653285e+02,equilibrium,0.778549,1.8230
673,10000,7,0.661937,5.9890,3.56361,7.130856e-02,5417.31,8.724634e+05,10327.52,9.518563e+24,1.166445e+25,8.434436e-45,6.847773e-04,1.067845e-06,6.412705e+02,equilibrium,0.775663,1.8070
673,10000,7,0.684775,6.2254,3.66481,6.902889e-02,5389.68,8.387064e+05,10374.01,9.199727e+24,1.127065e+25,8.480413e-45,7.029199e-04,1.137258e-06,6.180832e+02,equilibrium,0.772796,1.7910
673,10000,7,0.708221,6.4691,3.76915,6.682210e-02,5362.31,8.062781e+05,10419.94,8.891368e+24,1.089020e+25,8.526231e-45,7.215914e-04,1.211263e-06,5.957346e+02,equilibrium,0.769948,1.7751
673,10000,7,0.732291,6.7205,3.87674,6.468586e-02,5335.20,7.751249e+05,10465.32,8.593144e+24,1.052263e+25,8.571884e-45,7.408080e-04,1.290171e-06,5.741938e+02,equilibrium,0.767119,1.7591
673,10000,7,0.757003,6.9797,3.98768,6.261791e-02,5308.35,7.451955e+05,10510.16,8.304723e+24,1.016752e+25,8.617368e-45,7.605866e-04,1.374312e-06,5.534310e+02,equilibrium,0.764309,1.7431
673,10000,7,0.768441,7.1000,4.03919,6.171654e-02,5296.37,7.322481e+05,10530.11,8.178976e+24,1.001283e+25,8.637720e-45,7.888834e-04,1.413660e-06,5.580431e+02,equilibrium,0.763044,1.7467
