v,e_eff_eos,e_eff_rad,rad_band,e_eff_eos_min,e_eff_eos_max
5000.0,0.6967544426761233,0.6943572254165145,0.0023972172596088415,0.6822436487100951,0.7348776967650146
6000.0,0.6606584144155675,0.6584985766187326,0.002159837796834929,0.6425534268304676,0.7060613385864476
7000.0,0.6172609314996589,0.6204934490510912,-0.003232517551432279,0.6128448528934294,0.6203103217569252
8000.0,0.5959529351309001,0.5920324256128539,0.0039205095180462335,0.5928258699865667,0.5997530671089406
9000.0,0.5829495784796195,0.5791220370039862,0.003827541475633245,0.5799420066376846,0.5874964270134038
11000.0,0.5700361946112171,0.5664249177704898,0.003611276840727373,0.5645995702156239,0.5760553201215264
13000.0,0.5804069959905749,0.576360544457355,0.004046451533219919,0.5744484433475925,0.5852019430830173
16000.0,0.6398458596078656,0.6330298364646372,0.006816023143228378,0.6375142232859887,0.6419117952217426
