plate_radius,plate_mass_t,d_over_d,l_over_d,r_foot_over_r,rho_impact,e_eff,e_eff_lo,e_eff_hi,eta_capture,focusing_factor,peak_compressive,f,f_lo,f_hi,survives_baseline,survives_relaxed
10.0,14.702653618800232,0.1,0.6,0.7,0.0773347634071406,0.40680408940432233,0.39876838216565524,0.4933638697746755,0.9134980291407299,1.8386648788564666,828727739.4741725,0.6425563815289838,0.6388860801663466,0.6820924759145698,False,True
10.0,15.409511965857934,0.15,0.6,0.7,0.0773347634071406,0.40680408940432233,0.39876838216565524,0.4933638697746755,0.9296974177958603,2.0248958634958796,912666245.449365,0.6539510646319275,0.6502156764969513,0.6941882667795746,False,False
10.0,14.137166941154067,0.0,1.0,0.3,0.589462752192205,0.4734462441440275,0.4221922756670009,0.5827137969520892,0.8351605669227239,1.0,3435507505.8162007,0.6152821002947421,0.5938794536095856,0.6609100759694618,False,False
10.0,14.702653618800232,0.1,1.0,0.3,0.589462752192205,0.4734462441440275,0.4221922756670009,0.5827137969520892,0.9237095267874664,1.5571606568908787,5349637124.5103,0.6805181664625247,0.6568462769785777,0.7309839062113043,False,False
10.0,15.409511965857934,0.15,1.0,0.3,0.589462752192205,0.4734462441440275,0.4221922756670009,0.5827137969520892,0.9195513731158785,1.8625062974422153,6398654364.492672,0.6774547585075372,0.6538894299621933,0.7276933226183697,False,False
10.0,14.137166941154067,0.0,1.0,0.5,0.12732395447351627,0.45131556279418106,0.4111623596525277,0.5541227928914627,0.8205366236353576,1.0,742069621.2562993,0.5954287858622931,0.5789551989952947,0.6376073345969565,False,True
10.0,14.702653618800232,0.1,1.0,0.5,0.12732395447351627,0.45131556279418106,0.4111623596525277,0.5541227928914627,0.8882953840486297,1.8317252666512955,1359267674.8695207,0.6445984576140051,0.6267645051112564,0.6902600515851255,False,False
10.0,15.409511965857934,0.15,1.0,0.5,0.12732395447351627,0.45131556279418106,0.4111623596525277,0.5541227928914627,0.9115454545792234,2.1734864761416115,1612878286.156094,0.6614700522125617,0.6431693173072766,0.7083267838590903,False,False
10.0,14.137166941154067,0.0,1.0,0.7,0.046400858044284364,0.42465365237003705,0.3678105054990236,0.4373871398947128,0.7936265883876891,1.0,270433535.4432578,0.5653215088822466,0.5427653925200152,0.5703743260134895,True,True
10.0,14.702653618800232,0.1,1.0,0.7,0.046400858044284364,0.42465365237003705,0.3678105054990236,0.4373871398947128,0.8829985255411649,2.1425329201875902,579412752.4098973,0.628983537224789,0.6038873297876766,0.6346053625794318,False,True
10.0,15.409511965857934,0.15,1.0,0.7,0.046400858044284364,0.42465365237003705,0.3678105054990236,0.4373871398947128,0.8715894166770193,2.08153413499622,562916635.2728512,0.6208565229179928,0.5960845803062964,0.626405709399941,False,True
12.0,20.35752039526186,0.0,0.3,0.3,1.137080926296692,0.4734462441440275,0.4221922756670009,0.5827137969520892,0.9199513067172531,1.0,6627136392.3923645,0.6777493988389635,0.6541738212015207,0.7280098128327499,False,False
12.0,21.171821211072338,0.1,0.3,0.3,1.137080926296692,0.4734462441440275,0.4221922756670009,0.5827137969520892,0.9717192808390559,1.1525355848419279,7638010517.833158,0.7158880623573212,0.6909858276629992,0.7689767562741678,False,False
12.0,22.18969723083543,0.15,0.3,0.3,1.137080926296692,0.4734462441440275,0.4221922756670009,0.5827137969520892,0.9926095565300276,1.2095895544882451,8016114956.406716,0.7312784114853189,0.7058408220251262,0.7855084200532847,False,False
12.0,20.35752039526186,0.0,0.3,0.5,0.24560948008008537,0.4734462441440275,0.4221922756670009,0.5827137969520892,0.9163099624599944,1.0,1431461460.75675,0.6750667363292168,0.6515844753636618,0.725128209935042,False,False
12.0,22.18969723083543,0.15,0.3,0.5,0.24560948008008537,0.4734462441440275,0.4221922756670009,0.5827137969520892,0.9677164437005982,1.6420945983340616,2350595132.4320445,0.7129390796835308,0.6881394256334654,0.7658090834911733,False,False
12.0,20.35752039526186,0.0,0.3,0.7,0.08950782801752387,0.41939309294865557,0.40098070651802586,0.5109777977222512,0.9085701308050995,1.0,521669628.5556672,0.6448090840621074,0.6364446118882519,0.6864146476600534,False,True
