rho_impact,e_eff,total_loss,frac_radiative_wall,frac_escape_space,frac_conductive,frac_condensation
0.16,0.6284734412906168,173075.37970824848,0.7979633855600019,0.20203661443999804,0.0,0.0
0.32,0.6326974008648467,279620.70448428934,0.7716826454090561,0.22831735459094396,0.0,0.0
0.48,0.6346862439555836,392891.7767121361,0.766067367811386,0.23393263218861404,0.0,0.0
0.64,0.6362622597475018,506305.8289407899,0.7616827210337358,0.23831727896626415,0.0,0.0
