v,e_eff_eq,e_eff_frozen_rebound,e_eff_frozen_all,delta_frozen,e_eff_frozen_min,e_eff_frozen_max
5000.0,0.6967544426861043,0.6050250101524768,0.707872175116554,0.09172943253362753,0.591373429345798,0.6155905812217488
6000.0,0.6606584144046913,0.5477361401777536,0.6932611782395657,0.11292227422693768,0.532553088504407,0.559223177060804
7000.0,0.6172609315090238,0.5032942133176168,0.6827211111359268,0.11396671819140702,0.487211565742919,0.5154939705164043
8000.0,0.5959529351336461,0.4670342519377801,0.6739014640300076,0.12891868319586602,0.45072094144900854,0.4793330659740025
9000.0,0.5829495784766159,0.43663405373475056,0.6681650531113486,0.14631552474186532,0.42044892557353375,0.44908055993727003
11000.0,0.570036194629707,0.398184047688715,0.6614280272441149,0.171852146940992,0.38415047625479604,0.40884704055120547
13000.0,0.5804070356088453,0.4893480448838318,0.6568731567456967,0.0910589907250135,0.48267527736920623,0.49422531203278797
16000.0,0.6398468960005779,0.5088221235866516,0.6525844427609626,0.1310247724139263,0.49542428043709963,0.5188571420298751
