run,variant,parent_forcing,history_stride,relative_tolerance,maximum_step_s,end_time_s,kinetics_validated,total_mass_kg,initial_bond_store_j,mass_mean_initial_ionized_nuclei_fraction,resolved_mass_fraction,resolved_initial_store_fraction,resolved_net_return_j,resolved_return_over_total_start_store,including_unresolved_return_lower_j,including_unresolved_return_upper_j,parent_equilibrium_net_return_j,resolved_work_j,resolved_parent_forcing_j,max_energy_error_j_kg,max_energy_relative_error,accepted_steps,rejected_steps
parcel_n80_refined,association_1e6_slower,False,2,1e-05,1.25e-07,0.00025,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,697196749.7253125,0.12388617712107808,697196749.7253125,697196749.7253125,1735268865.028622,-5863032883.862165,0.0,3.4366924464702606,2.9679754281448267e-09,1613022,1547
parcel_n80_refined,frozen,True,2,1e-05,1.25e-07,0.000193,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,-2.6493244045619367e-10,-4.707633427207853e-20,-2.6493244045619367e-10,-2.6493244045619367e-10,1369796105.5254436,-3921678887.6516557,198058097.71312532,3.9480786249041557,9.94312806307391e-09,1597752,1415
parcel_n80_refined,frozen,True,2,1e-05,1.25e-07,0.00025,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,-1.5447200925621715e-10,-2.7448416399680964e-20,-1.5447200925621715e-10,-1.5447200925621715e-10,1735268865.028622,-5717170429.812988,216520266.95963857,3.9480786249041557,9.94312806307391e-09,1597752,1415
parcel_n80_refined,frozen,False,2,1e-05,1.25e-07,0.000193,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,4.573752229374028e-11,8.127184744039617e-21,4.573752229374028e-11,4.573752229374028e-11,1369796105.5254436,-3867007821.7320523,0.0,3.4367352724075317,4.944003495505824e-09,1595822,1420
parcel_n80_refined,frozen,False,2,1e-05,1.25e-07,0.00025,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,3.3569615419367863e-10,5.965046915908321e-20,3.3569615419367863e-10,3.3569615419367863e-10,1735268865.028622,-5610864218.200322,0.0,3.4367352724075317,4.944003495505824e-09,1595822,1420
parcel_n80_sampling,baseline,True,1,0.0001,2.5e-07,0.000193,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1351423154.4210517,0.2401368743329556,1351423154.4210517,1351423154.4210517,1369796105.5254436,-4215319141.776656,156058292.04215825,3.5218831971287727,3.744115209779737e-09,1493133,893
parcel_n80_sampling,baseline,True,1,0.0001,2.5e-07,0.00025,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1715933710.9537199,0.30490742782004593,1715933710.9537199,1715933710.9537199,1735268865.028622,-6218423014.256171,174475912.03120688,3.5218831971287727,3.744115209779737e-09,1493133,893
parcel_n80_sampling,baseline,False,1,0.0001,2.5e-07,0.000193,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1370182035.2431521,0.24347017448536673,1370182035.2431521,1370182035.2431521,1369796105.5254436,-4186368545.085514,0.0,3.223783403635025,2.784104215516001e-09,1492848,900
parcel_n80_sampling,baseline,False,1,0.0001,2.5e-07,0.00025,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1733406245.5269666,0.30801215473357246,1733406245.5269666,1733406245.5269666,1735268865.028622,-6145354655.241345,0.0,3.223783403635025,2.784104215516001e-09,1492848,900
parcel_n80_sampling,li_h2,True,1,0.0001,2.5e-07,0.000193,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1351419573.222954,0.24013623798325662,1351419573.222954,1351419573.222954,1369796105.5254436,-4215321677.550331,156058292.04215705,3.521849013864994,3.746157924181327e-09,1493014,906
parcel_n80_sampling,li_h2,True,1,0.0001,2.5e-07,0.00025,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1715929992.8703508,0.3049067671469504,1715929992.8703508,1715929992.8703508,1735268865.028622,-6218423406.792138,174475912.03120565,3.521849013864994,3.746157924181327e-09,1493014,906
parcel_n80_sampling,li_h2,False,1,0.0001,2.5e-07,0.000193,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1370186811.9101462,0.24347102326014017,1370186811.9101462,1370186811.9101462,1369796105.5254436,-4186379172.826804,0.0,3.2237527668476105,2.7840777571599913e-09,1492893,894
parcel_n80_sampling,li_h2,False,1,0.0001,2.5e-07,0.00025,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1733410230.5485818,0.30801286283941753,1733410230.5485818,1733410230.5485818,1735268865.028622,-6145362859.298597,0.0,3.2237527668476105,2.7840777571599913e-09,1492893,894
parcel_n80_sampling,without_direct_and_steam_h2,True,1,0.0001,2.5e-07,0.000193,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1351411537.8193066,0.24013481015755334,1351411537.8193066,1351411537.8193066,1369796105.5254436,-4215315277.9769354,156058292.04215354,3.5218880847096443,3.746449535403643e-09,1493154,894
parcel_n80_sampling,without_direct_and_steam_h2,True,1,0.0001,2.5e-07,0.00025,False,237.5,5627720266.514632,0.10120632839606251,1.0,0.9999999999999988,1715907137.7312016,0.30490270597509633,1715907137.7312016,1715907137.7312016,1735268865.028622,-6218417253.555148,174475912.03120202,3.5218880847096443,3.746449535403643e-09,1493154,894
