switch_time_s,status,end_time_s,combined_equilibrium_ns,combined_frozen_ns,unsprayed_equilibrium_ns,unsprayed_frozen_ns,cold_only_ns,equilibrium_gain_ns,frozen_gain_ns,reaction_effect_combined_ns,reaction_effect_unsprayed_ns,reaction_effect_on_gain_ns,fraction_of_equilibrium_gain,run
0.00015350000000000002,matched,0.0005,2562917.992368365,2436551.1626429684,1883057.2516488782,1842789.8211010299,45.96977068187376,679814.770948805,593715.3717712566,126366.82972539682,40267.430547848344,86099.39917754848,0.12665126275114783,freeze_05ms
0.00019300000000000003,matched,0.0005,2562917.992367636,2540464.5175464465,1883057.1589374563,1861282.2974466383,45.96977068187376,679814.8636594977,679136.2503291263,22453.47482118942,21774.861490817973,678.613330371445,0.0009982325580797325,freeze_05ms
0.00015350000000000002,matched,0.0005,2572275.4019558756,2445046.81654687,1880416.9552435768,1841225.7157568708,45.96977068187376,691812.4769416169,603775.1310193172,127228.58540900564,39191.23948670598,88037.34592229966,0.127256082907752,freeze_n80_05ms
0.00019300000000000003,matched,0.0005,2572275.4019666514,2550203.016106591,1880416.9436746116,1858923.640585085,45.96977068187376,691812.4885213579,691233.4057508243,22072.38586006034,21493.303089526715,579.0827705336269,0.0008370516290784613,freeze_n80_05ms
0.00015350000000000002,invalid_or_unmatched,,,,,,,,,,,,,freeze_probe
0.00019300000000000003,matched,0.001,2625390.5656342413,2583726.8139561214,1920260.4239301232,1880066.765350636,91.93954136374752,705038.2021627544,703568.1090641216,41663.75167811988,40193.65857948712,1470.0930986327585,0.0020851254501148228,freeze_probe
