k,w,v_cm,u,u_over_v,mu_capture,capture_fraction,captured_mass_per_projectile_kg,blob_momentum_per_projectile_kg,best_aimed_axial,mean_axial_approach,mean_speed_leaving,delta_p_per_captured_kg,beta,v_e,isp_s,beta_flat,isp_flat_s,coherent_speed,v_e_max,isp_max_s,realization
6.0,75000.0,10714.285714285714,26244.53295839119,2.449489742783178,0.4082482904638631,0.29587585476806844,2.071130983376479,75000.0,15530.247244105478,7765.123622052741,20043.83227899217,27808.95590104491,0.767946535760057,9599.331697000713,978.8594165184555,0.4288690166235205,546.6558618686306,28347.33547569204,20571.891388307384,2097.749118027806,0.4666236815957897
