alpha_th,residence_s,depth_m,areal_mass_kg_m2,capacity_j_m2,share_of_fluence,plate_area_m2,basis_j
1.2e-05,0.00075,0.00018973665961010279,1.4894327779393068,1042602.9445575147,0.0827462654410726,706.8583470577034,736972594.0274193
